num_params,width,run_count,train_fit_mean,train_fit_std,test_return_mean,test_return_std,test_return_sem,test_return_ci95,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std
2.0,2.0,3.0,0.19999999999999998,0.08660254037844387,0.16663771002593944,0.04890869623161209,0.028237448935034878,0.05534539991266836,1.0,0.0,1.0,0.0
3.0,3.0,3.0,0.48333333333333334,0.17559422921421233,0.1925108871768247,0.08656649414121612,0.04997918869523329,0.09795920984265724,1.0,0.0,1.0,0.0
4.0,4.0,3.0,0.31666666666666665,0.22546248764114474,0.1453357404878071,0.11002604271317917,0.06352356537832327,0.1245061881415136,1.0,0.0,1.0,0.0
5.0,5.0,3.0,0.43333333333333335,0.02886751345948128,0.27157676030301364,0.010633199015685976,0.006139080314053163,0.012032597415544199,1.0,0.0,1.0,0.0
6.0,6.0,3.0,0.45,0.13228756555322954,0.23226271002593946,0.10524209561208057,0.06076155223171505,0.1190926423741615,1.0,0.0,1.0,0.0
8.0,8.0,3.0,0.5,0.05000000000000002,0.2615754211853276,0.01840152280028193,0.010624124142241809,0.020823283318793944,1.0,0.0,1.0,0.0
10.0,10.0,3.0,0.6,0.17320508075688776,0.27791711160643207,0.007750978247974343,0.004475029377950921,0.008771057580783805,1.0,0.0,1.0,0.0
12.0,12.0,3.0,0.5,0.0,0.29138786349796564,0.015592766322601377,0.009002487833764837,0.01764487615417908,1.0,0.0,1.0,0.0
16.0,16.0,3.0,0.65,0.15000000000000002,0.2843459066659541,0.015812592735648764,0.009129404672512735,0.01789363315812496,1.0,0.0,1.0,0.0
24.0,24.0,3.0,0.65,0.0,0.28541847709917334,0.040851973237131356,0.02358589774538518,0.04622835958095495,1.0,0.0,1.0,0.0
32.0,32.0,3.0,0.8333333333333334,0.05773502691896256,0.3139283432970773,0.07605589964895915,0.04391089413578573,0.08606535250614003,1.0,0.0,1.0,0.0
48.0,48.0,3.0,0.9333333333333332,0.028867513459481253,0.39977236866060206,0.0648636079373438,0.03744902150323579,0.07340008214634215,1.0,0.0,1.0,0.0
64.0,64.0,3.0,0.9500000000000001,0.04999999999999999,0.41100452556315376,0.0836234051604612,0.048279995479945416,0.09462879114069302,1.0,0.0,1.0,0.0
96.0,96.0,3.0,0.9499999999999998,0.04999999999999999,0.39804592742625183,0.03348018299969734,0.019329792667393195,0.03788639362809066,1.0,0.0,1.0,0.0
128.0,128.0,3.0,0.9666666666666667,0.028867513459481315,0.41697859375778146,0.011114196511001671,0.006416784347453215,0.0125768973210083,1.0,0.0,1.0,0.0
192.0,192.0,3.0,1.0,0.0,0.3881345871498516,0.007943025279636353,0.004585907783378051,0.008988379255420979,1.0,0.0,1.0,0.0
256.0,256.0,3.0,1.0,0.0,0.3534381833583445,0.03655472780907803,0.0211048819407247,0.04136556860382041,1.0,0.0,1.0,0.0
